plant_ID,quadrat_ID,species,length,notes
495,36,Zostera marina,445,
496,37,Zostera marina,334,
497,37,Zostera marina,409,
498,37,Zostera marina,500,
499,37,Zostera marina,202,
500,37,Zostera marina,305,
501,37,Zostera marina,226,
502,37,Zostera marina,442,
503,37,Zostera marina,241,
504,37,Zostera marina,180,
505,37,Zostera marina,292,
506,37,Zostera marina,496,
507,37,Zostera marina,270,
508,37,Zostera marina,162,
509,37,Zostera marina,311,
510,37,Zostera marina,143,
511,38,Zostera marina,286,
512,38,Zostera marina,269,
513,38,Zostera marina,407,
514,38,Zostera marina,310,
515,38,Zostera marina,289,
516,38,Zostera marina,270,
517,38,Zostera marina,412,
518,38,Zostera marina,132,
519,38,Zostera marina,250,
520,38,Zostera marina,331,
521,38,Zostera marina,259,
522,38,Zostera marina,257,
523,38,Zostera marina,288,
524,38,Zostera marina,175,
525,38,Zostera marina,216,
526,39,Zostera marina,334,
527,39,Zostera marina,229,
528,39,Zostera marina,447,
529,39,Zostera marina,472,
530,39,Zostera marina,197,
531,39,Zostera marina,739,
532,39,Zostera marina,370,
533,39,Zostera marina,179,
534,39,Zostera marina,431,
535,39,Zostera marina,293,
536,39,Zostera marina,274,
537,39,Zostera marina,351,
538,39,Zostera marina,462,
539,39,Zostera marina,276,
540,39,Zostera marina,174,
541,40,Zostera marina,969,
542,40,Zostera marina,203,
543,40,Zostera marina,381,
544,40,Zostera marina,277,
545,40,Zostera marina,404,
546,40,Zostera marina,461,
547,40,Zostera marina,197,
548,40,Zostera marina,349,
549,40,Zostera marina,453,
550,40,Zostera marina,333,
551,40,Zostera marina,316,
552,40,Zostera marina,345,
553,40,Zostera marina,474,
554,40,Zostera marina,451,
555,40,Zostera marina,196,
556,41,Zostera marina,121,
557,41,Zostera marina,180,
558,41,Zostera marina,367,
559,41,Zostera marina,294,
560,41,Zostera marina,134,
561,41,Zostera marina,105,
562,41,Zostera marina,337,
563,41,Zostera marina,250,
564,41,Zostera marina,295,
565,41,Zostera marina,415,
566,41,Zostera marina,281,
567,41,Zostera marina,187,
568,41,Zostera marina,134,
569,41,Zostera marina,387,
570,41,Zostera marina,267,
571,42,Zostera marina,355,
572,42,Zostera marina,270,
573,42,Zostera marina,104,
574,42,Zostera marina,334,
575,42,Zostera marina,379,
576,42,Zostera marina,95,
577,42,Zostera marina,322,
578,42,Zostera marina,126,
579,42,Zostera marina,306,
580,42,Zostera marina,169,
581,42,Zostera marina,492,
582,42,Zostera marina,91,
583,42,Zostera marina,482,
584,42,Zostera marina,403,
585,42,Zostera marina,404,
586,42,Zostera marina,332,
587,43,Zostera marina,371,
588,43,Zostera marina,421,
589,43,Zostera marina,334,
590,43,Zostera marina,109,
591,43,Zostera marina,447,
592,43,Zostera marina,454,
593,43,Zostera marina,430,
594,43,Zostera marina,132,
595,43,Zostera marina,376,
596,43,Zostera marina,409,
597,43,Zostera marina,90,
598,43,Zostera marina,414,
599,43,Zostera marina,140,
600,43,Zostera marina,354,
601,43,Zostera marina,287,
602,44,Zostera marina,415,
603,44,Zostera marina,405,
604,44,Zostera marina,352,
605,44,Zostera marina,376,
606,44,Zostera marina,384,
607,44,Zostera marina,161,
608,44,Zostera marina,434,
609,44,Zostera marina,196,
610,44,Zostera marina,362,
611,44,Zostera marina,160,
612,44,Zostera marina,600,
613,44,Zostera marina,395,
614,44,Zostera marina,200,
615,44,Zostera marina,394,
616,44,Zostera marina,207,
617,45,Zostera marina,171,
618,45,Zostera marina,139,
619,45,Zostera marina,445,
620,45,Zostera marina,182,
621,45,Zostera marina,190,
622,45,Zostera marina,491,
623,45,Zostera marina,402,
624,45,Zostera marina,306,
625,45,Zostera marina,323,
626,45,Zostera marina,391,
627,45,Zostera marina,264,
628,45,Zostera marina,441,
629,45,Zostera marina,355,
630,45,Zostera marina,399,
631,45,Zostera marina,386,
632,46,Zostera marina,239,
633,46,Zostera marina,343,
634,46,Zostera marina,194,
635,46,Zostera marina,383,
636,46,Zostera marina,162,
637,46,Zostera marina,454,
638,46,Zostera marina,170,
639,46,Zostera marina,345,
640,46,Zostera marina,477,
641,46,Zostera marina,381,
642,46,Zostera marina,254,
643,46,Zostera marina,184,
644,46,Zostera marina,235,
645,46,Zostera marina,123,
646,46,Zostera marina,251,
647,47,Zostera marina,355,
648,47,Zostera marina,433,
649,47,Zostera marina,241,
650,47,Zostera marina,242,
651,47,Zostera marina,400,
652,47,Zostera marina,376,
653,47,Zostera marina,252,
654,47,Zostera marina,461,
655,47,Zostera marina,359,
656,47,Zostera marina,321,
657,47,Zostera marina,302,
658,47,Zostera marina,143,
659,47,Zostera marina,169,
660,47,Zostera marina,171,
661,47,Zostera marina,232,
662,48,Zostera marina,289,
663,48,Zostera marina,224,
664,48,Zostera marina,98,
665,48,Zostera marina,288,
666,48,Zostera marina,128,
667,48,Zostera marina,367,
668,48,Zostera marina,236,
669,48,Zostera marina,273,
670,48,Zostera marina,244,
671,48,Zostera marina,279,
672,48,Zostera marina,234,
673,48,Zostera marina,291,
674,48,Zostera marina,300,
675,48,Zostera marina,94,
676,48,Zostera marina,134,
677,49,Zostera marina,218,
678,49,Zostera marina,234,
679,49,Zostera marina,334,
680,49,Zostera marina,343,
681,49,Zostera marina,203,
682,49,Zostera marina,261,
683,49,Zostera marina,202,
684,49,Zostera marina,259,
685,49,Zostera marina,384,
686,49,Zostera marina,106,
687,49,Zostera marina,169,
688,49,Zostera marina,112,
689,49,Zostera marina,287,
690,49,Zostera marina,121,
691,49,Zostera marina,274,
692,50,Zostera marina,225,
693,50,Zostera marina,412,
694,50,Zostera marina,285,
695,50,Zostera marina,297,
696,50,Zostera marina,346,
697,50,Zostera marina,137,
698,50,Zostera marina,290,
699,50,Zostera marina,118,
700,50,Zostera marina,316,
701,50,Zostera marina,184,
702,50,Zostera marina,244,
703,50,Zostera marina,373,
704,50,Zostera marina,205,
705,50,Zostera marina,336,
706,50,Zostera marina,163,
707,51,Zostera marina,377,
708,51,Zostera marina,242,
709,51,Zostera marina,470,
710,51,Zostera marina,316,
711,51,Zostera marina,303,
712,51,Zostera marina,381,
713,51,Zostera marina,326,
714,51,Zostera marina,311,
715,51,Zostera marina,186,
716,51,Zostera marina,463,
717,51,Zostera marina,321,
718,51,Zostera marina,319,
719,51,Zostera marina,261,
720,51,Zostera marina,462,
721,51,Zostera marina,299,
722,52,Zostera marina,406,
723,52,Zostera marina,417,
724,52,Zostera marina,446,
725,52,Zostera marina,480,
726,52,Zostera marina,372,
727,52,Zostera marina,317,
728,52,Zostera marina,324,
729,52,Zostera marina,356,
730,52,Zostera marina,466,
731,52,Zostera marina,454,
732,52,Zostera marina,415,
733,52,Zostera marina,393,
734,52,Zostera marina,270,
735,52,Zostera marina,386,
736,52,Zostera marina,197,
737,53,Zostera marina,353,
738,53,Zostera marina,373,
739,53,Zostera marina,431,
740,53,Zostera marina,345,
741,53,Zostera marina,286,
742,53,Zostera marina,218,
743,53,Zostera marina,312,
744,53,Zostera marina,325,
745,53,Zostera marina,423,
746,53,Zostera marina,201,
747,53,Zostera marina,431,
748,53,Zostera marina,304,
749,53,Zostera marina,395,
750,54,Zostera marina,373,
751,54,Zostera marina,352,
752,54,Zostera marina,394,
753,54,Zostera marina,426,
754,54,Zostera marina,463,
755,54,Zostera marina,335,
756,54,Zostera marina,340,
757,54,Zostera marina,411,
758,54,Zostera marina,390,
759,54,Zostera marina,322,
760,54,Zostera marina,393,
761,54,Zostera marina,166,
762,54,Zostera marina,368,
763,54,Zostera marina,480,
764,54,Zostera marina,419,
765,55,Zostera marina,424,
766,55,Zostera marina,463,
767,55,Zostera marina,408,
768,55,Zostera marina,411,
769,55,Zostera marina,183,
770,55,Zostera marina,211,
771,55,Zostera marina,437,
772,55,Zostera marina,265,
773,55,Zostera marina,204,
774,55,Zostera marina,304,
775,55,Zostera marina,225,
776,55,Zostera marina,316,
777,55,Zostera marina,242,
778,55,Zostera marina,385,
779,55,Zostera marina,177,
780,56,Zostera marina,544,
781,56,Zostera marina,467,
782,56,Zostera marina,356,
783,56,Zostera marina,430,
784,56,Zostera marina,468,
785,56,Zostera marina,452,
786,56,Zostera marina,386,
787,56,Zostera marina,434,
788,56,Zostera marina,473,
789,56,Zostera marina,492,
790,56,Zostera marina,554,
791,56,Zostera marina,398,
792,56,Zostera marina,452,
793,56,Zostera marina,451,
794,56,Zostera marina,383,
795,57,Zostera marina,500,
796,57,Zostera marina,474,
797,57,Zostera marina,545,
798,57,Zostera marina,295,
799,57,Zostera marina,405,
800,57,Zostera marina,200,
801,57,Zostera marina,405,
802,57,Zostera marina,255,
803,57,Zostera marina,385,
804,57,Zostera marina,240,
805,57,Zostera marina,295,
806,57,Zostera marina,401,
807,57,Zostera marina,435,
808,57,Zostera marina,365,
809,57,Zostera marina,265,
810,58,Zostera marina,602,
811,58,Zostera marina,403,
812,58,Zostera marina,248,
813,58,Zostera marina,583,
814,58,Zostera marina,307,
815,58,Zostera marina,272,
816,58,Zostera marina,317,
817,58,Zostera marina,601,
818,58,Zostera marina,306,
819,58,Zostera marina,749,
820,58,Zostera marina,422,
821,58,Zostera marina,537,
822,58,Zostera marina,402,
823,58,Zostera marina,521,
824,58,Zostera marina,449,
825,59,Zostera marina,574,
826,59,Zostera marina,196,
827,59,Zostera marina,421,
828,59,Zostera marina,472,
829,59,Zostera marina,169,
830,59,Zostera marina,297,
831,59,Zostera marina,609,
832,59,Zostera marina,340,
833,59,Zostera marina,686,
834,59,Zostera marina,537,
835,59,Zostera marina,601,
836,59,Zostera marina,252,
837,59,Zostera marina,514,
838,59,Zostera marina,360,
839,59,Zostera marina,605,
840,60,Zostera marina,479,
841,60,Zostera marina,574,
842,60,Zostera marina,513,
843,60,Zostera marina,553,
844,60,Zostera marina,516,
845,60,Zostera marina,798,
846,60,Zostera marina,565,
847,60,Zostera marina,437,
848,60,Zostera marina,554,
849,60,Zostera marina,421,
850,60,Zostera marina,534,
851,60,Zostera marina,544,
852,61,Zostera marina,441,
853,61,Zostera marina,245,
854,61,Zostera marina,394,
855,61,Zostera marina,332,
856,61,Zostera marina,311,
857,61,Zostera marina,465,
858,61,Zostera marina,294,
859,61,Zostera marina,390,
860,61,Zostera marina,401,
861,61,Zostera marina,413,
862,61,Zostera marina,313,
863,61,Zostera marina,388,
864,61,Zostera marina,435,
865,61,Zostera marina,374,
866,61,Zostera marina,352,
867,62,Zostera marina,397,
868,62,Zostera marina,284,
869,62,Zostera marina,508,
870,62,Zostera marina,354,
871,62,Zostera marina,356,
872,62,Zostera marina,220,
873,62,Zostera marina,442,
874,62,Zostera marina,280,
875,62,Zostera marina,199,
876,62,Zostera marina,364,
877,62,Zostera marina,466,
878,62,Zostera marina,308,
879,62,Zostera marina,428,
880,62,Zostera marina,182,
881,62,Zostera marina,300,
882,63,Zostera marina,457,
883,63,Zostera marina,179,
884,63,Zostera marina,361,
885,63,Zostera marina,364,
886,63,Zostera marina,302,
887,63,Zostera marina,367,
888,63,Zostera marina,330,
889,63,Zostera marina,342,
890,63,Zostera marina,353,
891,63,Zostera marina,380,
892,63,Zostera marina,333,
893,63,Zostera marina,341,
894,63,Zostera marina,318,
895,63,Zostera marina,338,
896,63,Zostera marina,414,
897,64,Zostera marina,432,
898,64,Zostera marina,426,
899,64,Zostera marina,443,
900,64,Zostera marina,420,
901,64,Zostera marina,395,
902,64,Zostera marina,322,
903,64,Zostera marina,403,
904,64,Zostera marina,324,
905,64,Zostera marina,384,
906,64,Zostera marina,371,
907,64,Zostera marina,375,
908,64,Zostera marina,397,
909,64,Zostera marina,202,
910,64,Zostera marina,309,
911,64,Zostera marina,290,
912,65,Zostera marina,414,
913,65,Zostera marina,340,
914,65,Zostera marina,320,
915,65,Zostera marina,441,
916,65,Zostera marina,427,
917,65,Zostera marina,417,
918,65,Zostera marina,344,
919,65,Zostera marina,296,
920,65,Zostera marina,382,
921,65,Zostera marina,477,
922,65,Zostera marina,451,
923,65,Zostera marina,373,
924,65,Zostera marina,356,
925,65,Zostera marina,240,
926,65,Zostera marina,339,
927,66,Zostera marina,374,
928,66,Zostera marina,419,
929,66,Zostera marina,396,
930,66,Zostera marina,304,
931,66,Zostera marina,326,
932,66,Zostera marina,331,
933,66,Zostera marina,362,
934,66,Zostera marina,321,
935,66,Zostera marina,332,
936,66,Zostera marina,384,
937,66,Zostera marina,390,
938,66,Zostera marina,321,
939,66,Zostera marina,291,
940,66,Zostera marina,292,
941,66,Zostera marina,339,
942,67,Zostera marina,304,
943,67,Zostera marina,372,
944,67,Zostera marina,453,
945,67,Zostera marina,434,
946,67,Zostera marina,309,
947,67,Zostera marina,407,
948,67,Zostera marina,391,
949,67,Zostera marina,294,
950,67,Zostera marina,434,
951,67,Zostera marina,314,
952,67,Zostera marina,411,
953,67,Zostera marina,422,
954,67,Zostera marina,412,
955,67,Zostera marina,263,
956,67,Zostera marina,419,
957,68,Zostera marina,501,
958,68,Zostera marina,360,
959,68,Zostera marina,369,
960,68,Zostera marina,359,
961,68,Zostera marina,442,
962,68,Zostera marina,481,
963,68,Zostera marina,434,
964,68,Zostera marina,341,
965,68,Zostera marina,331,
966,68,Zostera marina,487,
967,68,Zostera marina,363,
968,68,Zostera marina,477,
969,68,Zostera marina,335,
970,68,Zostera marina,448,
971,68,Zostera marina,365,
972,69,Zostera marina,437,
973,69,Zostera marina,344,
974,69,Zostera marina,372,
975,69,Zostera marina,126,
976,69,Zostera marina,296,
977,69,Zostera marina,161,
978,69,Zostera marina,372,
979,69,Zostera marina,337,
980,69,Zostera marina,420,
981,69,Zostera marina,374,
982,69,Zostera marina,327,
983,69,Zostera marina,276,
984,69,Zostera marina,281,
985,69,Zostera marina,447,
986,69,Zostera marina,247,
987,70,Zostera marina,362,
988,70,Zostera marina,366,
989,70,Zostera marina,427,
990,70,Zostera marina,412,
991,70,Zostera marina,157,
992,70,Zostera marina,426,
