plant_ID,quadrat_ID,species,length_mm,weight_g,notes
216,20,Neorhodomela aculeata,365,64.6,
217,20,Neorhodomela aculeata,230,14.1,
218,20,Neorhodomela aculeata,401,55,
219,20,Neorhodomela aculeata,380,40.1,
220,20,Neorhodomela aculeata,292,43.7,
221,20,Neorhodomela aculeata,305,32.4,
222,20,Neorhodomela aculeata,230,14.4,
223,20,Neorhodomela aculeata,334,31.8,
224,21,Zostera marina,723,,
225,21,Zostera marina,701,,
226,21,Zostera marina,510,,
227,21,Zostera marina,792,,
228,21,Zostera marina,769,,
229,21,Zostera marina,637,,
230,21,Zostera marina,848,,
231,21,Zostera marina,736,,
232,21,Zostera marina,605,,
233,21,Zostera marina,850,,
234,21,Zostera marina,705,,
235,21,Zostera marina,612,,
236,21,Zostera marina,563,,
237,21,Zostera marina,574,,
238,21,Zostera marina,431,,
239,22,Zostera marina,304,,
240,22,Zostera marina,549,,
241,22,Zostera marina,195,,
242,22,Zostera marina,238,,
243,22,Zostera marina,455,,
244,22,Zostera marina,644,,
245,22,Zostera marina,654,,
246,22,Zostera marina,380,,
247,22,Zostera marina,195,,
248,22,Zostera marina,634,,
249,22,Zostera marina,516,,
250,22,Zostera marina,384,,
251,22,Zostera marina,621,,
252,22,Zostera marina,440,,
253,22,Zostera marina,181,,
254,23,Zostera marina,621,,
255,23,Zostera marina,672,,
256,23,Zostera marina,736,,
257,23,Zostera marina,608,,
258,23,Zostera marina,537,,
259,23,Zostera marina,559,,
260,23,Zostera marina,638,,
261,23,Zostera marina,481,,
262,23,Zostera marina,672,,
263,23,Zostera marina,230,,
264,23,Zostera marina,660,,
265,23,Zostera marina,488,,
266,23,Zostera marina,623,,
267,23,Zostera marina,471,,
268,23,Zostera marina,744,,
269,24,Zostera marina,315,,
270,24,Zostera marina,319,,
271,24,Zostera marina,478,,
272,24,Zostera marina,426,,
273,24,Zostera marina,363,,
274,24,Zostera marina,359,,
275,24,Zostera marina,396,,
276,24,Zostera marina,622,,
277,24,Zostera marina,325,,
278,24,Zostera marina,485,,
279,24,Zostera marina,320,,
280,24,Zostera marina,385,,
281,24,Zostera marina,416,,
282,24,Zostera marina,308,,
283,24,Zostera marina,240,,
284,25,Zostera marina,730,,
285,25,Zostera marina,956,,
286,25,Zostera marina,912,,
287,25,Zostera marina,327,,
288,25,Zostera marina,700,,
289,25,Zostera marina,809,,
290,25,Zostera marina,820,,
291,25,Zostera marina,691,,
292,25,Zostera marina,370,,
293,25,Zostera marina,589,,
294,25,Zostera marina,679,,
295,25,Zostera marina,760,,
296,25,Zostera marina,529,,
297,25,Zostera marina,420,,
298,25,Zostera marina,698,,
299,26,Zostera marina,390,,
300,26,Zostera marina,501,,
301,26,Zostera marina,536,,
302,26,Zostera marina,355,,
303,26,Zostera marina,539,,
304,26,Zostera marina,368,,
305,26,Zostera marina,604,,
306,26,Zostera marina,408,,
307,26,Zostera marina,635,,
308,26,Zostera marina,561,,
309,26,Zostera marina,526,,
310,26,Zostera marina,535,,
311,26,Zostera marina,497,,
312,26,Zostera marina,183,,
313,26,Zostera marina,666,,
314,26,Zostera marina,457,,
315,26,Zostera marina,492,,
316,28,Phyllospadix serrulatus,888,,
317,28,Phyllospadix serrulatus,355,,
318,28,Phyllospadix serrulatus,992,,
319,28,Phyllospadix serrulatus,700,,
320,28,Phyllospadix serrulatus,1100,,
321,28,Phyllospadix serrulatus,673,,
322,28,Phyllospadix serrulatus,840,,
323,28,Phyllospadix serrulatus,1145,,
324,28,Phyllospadix serrulatus,562,,
325,28,Phyllospadix serrulatus,381,,
326,28,Phyllospadix serrulatus,1052,,
327,28,Phyllospadix serrulatus,852,,
328,28,Phyllospadix serrulatus,664,,
329,28,Phyllospadix serrulatus,1071,,
330,28,Phyllospadix serrulatus,1078,,
331,27,Zostera marina,510,,
332,27,Zostera marina,518,,
333,27,Zostera marina,239,,
334,27,Zostera marina,578,,
335,27,Zostera marina,486,,
336,27,Zostera marina,516,,
337,27,Zostera marina,492,,
338,27,Zostera marina,306,,
339,27,Zostera marina,321,,
340,27,Zostera marina,366,,
341,27,Zostera marina,476,,
342,27,Zostera marina,362,,
343,27,Zostera marina,480,,
344,27,Zostera marina,480,,
345,27,Zostera marina,162,,
346,28,Zostera marina,412,,
347,28,Zostera marina,452,,
348,28,Zostera marina,412,,
349,28,Zostera marina,294,,
350,28,Zostera marina,360,,
351,28,Zostera marina,358,,
352,28,Zostera marina,522,,
353,28,Zostera marina,390,,
354,28,Zostera marina,432,,
355,28,Zostera marina,480,,
356,28,Zostera marina,172,,
357,28,Zostera marina,310,,
358,28,Zostera marina,187,,
359,28,Zostera marina,100,,
360,28,Zostera marina,135,,
361,29,Zostera marina,557,,
362,29,Zostera marina,610,,
363,29,Zostera marina,524,,
364,29,Zostera marina,285,,
365,29,Zostera marina,491,,
366,29,Zostera marina,292,,
367,29,Zostera marina,565,,
368,29,Zostera marina,302,,
369,29,Zostera marina,565,,
370,29,Zostera marina,542,,
371,29,Zostera marina,551,,
372,29,Zostera marina,294,,
373,29,Zostera marina,678,,
374,29,Zostera marina,612,,
375,29,Zostera marina,622,,
376,29,Zostera marina,372,,
377,30,Zostera marina,460,,
378,30,Zostera marina,382,,
379,30,Zostera marina,307,,
380,30,Zostera marina,275,,
381,30,Zostera marina,470,,
382,30,Zostera marina,474,,
383,30,Zostera marina,378,,
384,30,Zostera marina,452,,
385,30,Zostera marina,245,,
386,30,Zostera marina,332,,
387,30,Zostera marina,427,,
388,30,Zostera marina,512,,
389,30,Zostera marina,377,,
390,30,Zostera marina,378,,
391,30,Zostera marina,424,,
392,30,Phyllospadix serrulatus,625,,
393,30,Phyllospadix serrulatus,722,,
394,30,Phyllospadix serrulatus,1005,,
395,31,Zostera marina,450,,
396,31,Zostera marina,474,,
397,31,Zostera marina,189,,
398,31,Zostera marina,691,,
399,31,Zostera marina,750,,
400,31,Zostera marina,553,,
401,31,Zostera marina,714,,
402,31,Zostera marina,224,,
403,31,Zostera marina,297,,
404,31,Zostera marina,623,,
405,31,Zostera marina,481,,
406,31,Zostera marina,635,,
407,31,Zostera marina,622,,
408,31,Zostera marina,595,,
409,31,Zostera marina,676,,
410,32,Zostera marina,529,,
411,32,Zostera marina,459,,
412,32,Zostera marina,672,,
413,32,Zostera marina,495,,
414,32,Zostera marina,520,,
415,32,Zostera marina,626,,
416,32,Zostera marina,647,,
417,32,Zostera marina,737,,
418,32,Zostera marina,541,,
419,32,Zostera marina,469,,
420,32,Zostera marina,615,,
421,32,Zostera marina,480,,
422,32,Zostera marina,368,,
423,32,Zostera marina,458,,
424,32,Zostera marina,760,,
425,33,Zostera marina,770,,
426,33,Zostera marina,513,,
427,33,Zostera marina,619,,
428,33,Zostera marina,688,,
429,33,Zostera marina,649,,
430,33,Zostera marina,421,,
431,33,Zostera marina,702,,
432,33,Zostera marina,690,,
433,33,Zostera marina,632,,
434,33,Zostera marina,617,,
435,33,Zostera marina,681,,
436,33,Zostera marina,216,,
437,33,Zostera marina,558,,
438,33,Zostera marina,523,,
439,33,Zostera marina,359,,
440,33,Zostera marina,543,,
441,34,Zostera marina,452,,
442,34,Zostera marina,568,,
443,34,Zostera marina,537,,
444,34,Zostera marina,605,,
445,34,Zostera marina,731,,
446,34,Zostera marina,245,,
447,34,Zostera marina,451,,
448,34,Zostera marina,827,,
449,34,Zostera marina,576,,
450,34,Zostera marina,775,,
451,34,Zostera marina,801,,
452,34,Zostera marina,365,,
453,34,Zostera marina,791,,
454,34,Zostera marina,344,,
455,34,Zostera marina,745,,
456,35,Zostera marina,913,,
457,35,Zostera marina,626,,
458,35,Zostera marina,790,,
459,35,Zostera marina,813,,
460,35,Zostera marina,832,,
461,35,Zostera marina,624,,
462,35,Zostera marina,603,,
463,35,Zostera marina,711,,
464,35,Zostera marina,791,,
465,35,Zostera marina,629,,
466,35,Zostera marina,497,,
467,35,Zostera marina,709,,
468,35,Zostera marina,500,,
469,35,Zostera marina,756,,
470,35,Zostera marina,745,,
471,36,Zostera marina,826,,
472,36,Zostera marina,466,,
473,36,Zostera marina,231,,
474,36,Zostera marina,470,,
475,36,Zostera marina,690,,
476,36,Zostera marina,685,,
477,36,Zostera marina,967,,
478,36,Zostera marina,941,,
479,36,Zostera marina,866,,
480,36,Zostera marina,769,,
481,36,Zostera marina,971,,
482,36,Zostera marina,336,,
483,36,Zostera marina,396,,
484,36,Zostera marina,352,,
485,36,Zostera marina,830,,
486,36,Zostera marina,620,,
487,36,Saccharina groenlandica,934,233.7,
488,36,Saccharina groenlandica,916,506.9,
489,37,Zostera marina,270,,
490,37,Zostera marina,1269,,
491,37,Zostera marina,445,,
492,37,Zostera marina,794,,
493,37,Zostera marina,720,,
494,38,Zostera marina,700,,
495,38,Zostera marina,696,,
496,38,Zostera marina,636,,
497,38,Zostera marina,794,,
498,38,Zostera marina,796,,
499,38,Stephanocystis geminata,700,35.6,
500,40,Saccharina groenlandica,374,33.8,
501,41,Zostera marina,512,,
502,41,Zostera marina,765,,
503,41,Zostera marina,837,,
504,41,Zostera marina,534,,
505,41,Zostera marina,764,,
506,41,Zostera marina,277,,
507,41,Zostera marina,715,,
508,41,Zostera marina,563,,
509,41,Zostera marina,741,,
510,41,Zostera marina,425,,
511,41,Zostera marina,810,,
512,41,Zostera marina,314,,
513,41,Zostera marina,833,,
514,41,Zostera marina,667,,
515,41,Zostera marina,870,,
516,42,Zostera marina,634,,
517,42,Zostera marina,761,,
518,42,Zostera marina,595,,
519,42,Zostera marina,441,,
520,42,Zostera marina,580,,
521,42,Zostera marina,688,,
522,42,Zostera marina,908,,
523,42,Zostera marina,581,,
524,42,Zostera marina,801,,
525,42,Zostera marina,735,,
526,42,Zostera marina,592,,
527,42,Zostera marina,564,,
528,42,Zostera marina,456,,
529,42,Zostera marina,705,,
530,42,Zostera marina,662,,
531,43,Zostera marina,850,,
532,43,Zostera marina,563,,
533,43,Zostera marina,700,,
534,43,Zostera marina,419,,
535,43,Zostera marina,573,,
536,43,Zostera marina,332,,
537,43,Zostera marina,479,,
538,43,Zostera marina,780,,
539,43,Zostera marina,430,,
540,43,Zostera marina,382,,
541,43,Zostera marina,420,,
542,43,Zostera marina,349,,
543,43,Zostera marina,852,,
544,43,Zostera marina,596,,
545,43,Zostera marina,828,,
546,44,Zostera marina,212,,
547,44,Zostera marina,376,,
548,44,Zostera marina,301,,
549,44,Zostera marina,470,,
550,44,Zostera marina,275,,
551,44,Zostera marina,444,,
552,44,Zostera marina,560,,
553,44,Zostera marina,429,,
554,44,Zostera marina,330,,
555,44,Zostera marina,361,,
556,44,Zostera marina,409,,
557,44,Zostera marina,312,,
558,44,Zostera marina,420,,
559,44,Zostera marina,354,,
560,44,Zostera marina,215,,
561,45,Zostera marina,830,,
562,45,Zostera marina,283,,
563,45,Zostera marina,232,,
564,45,Zostera marina,200,,
565,45,Zostera marina,818,,
566,45,Zostera marina,663,,
567,45,Zostera marina,612,,
568,45,Zostera marina,726,,
569,45,Zostera marina,426,,
570,45,Zostera marina,646,,
571,45,Zostera marina,728,,
572,45,Zostera marina,764,,
573,45,Zostera marina,492,,
574,45,Zostera marina,539,,
575,45,Zostera marina,558,,
576,46,Saccharina latissima,560,321.5,
577,46,Saccharina latissima,580,58.8,
578,47,Saccharina latissima,712,144.9,
579,47,Saccharina latissima,400,76.3,
580,47,Neorhodomela acuelata,335,,
581,47,Neorhodomela acuelata,191,,
582,47,Neorhodomela acuelata,200,,
583,47,Neorhodomela acuelata,298,,
584,47,Neorhodomela acuelata,224,,
585,48,Saccharina latissima,384,34.9,
586,48,Saccharina latissima,484,86.7,
587,48,Saccharina latissima,92,1,
588,48,Saccharina latissima,332,20.9,
589,48,Saccharina latissima,340,44.2,
590,48,Saccharina latissima,412,52.4,
591,49,Saccharina groenlandica,462,58.7,
592,49,Saccharina groenlandica,1130,451,
593,50,Saccharina latissima,782,113.3,
594,50,Saccharina latissima,172,10.2,
595,50,Saccharina latissima,102,2.8,
596,50,Saccharina latissima,100,3.7,
597,51,Zostera marina,444,,
598,51,Zostera marina,814,,
599,51,Zostera marina,437,,
600,51,Zostera marina,558,,
601,51,Zostera marina,631,,
602,51,Zostera marina,315,,
603,51,Zostera marina,581,,
604,51,Zostera marina,466,,
605,51,Zostera marina,614,,
606,51,Zostera marina,624,,
607,51,Zostera marina,269,,
608,51,Zostera marina,241,,
609,51,Zostera marina,675,,
610,51,Zostera marina,514,,
611,51,Zostera marina,310,,
612,52,Zostera marina,380,,
613,52,Zostera marina,126,,
614,52,Zostera marina,404,,
615,52,Zostera marina,406,,
616,52,Zostera marina,308,,
617,52,Zostera marina,363,,
618,52,Zostera marina,660,,
619,52,Zostera marina,291,,
620,52,Zostera marina,405,,
621,52,Zostera marina,273,,
622,52,Zostera marina,275,,
623,52,Zostera marina,613,,
624,52,Zostera marina,411,,
625,52,Zostera marina,381,,
626,52,Zostera marina,165,,
627,53,Zostera marina,756,,
628,53,Zostera marina,359,,
629,53,Zostera marina,690,,
630,53,Zostera marina,782,,
631,53,Zostera marina,721,,
632,53,Zostera marina,657,,
633,53,Zostera marina,762,,
634,53,Zostera marina,816,,
635,53,Zostera marina,505,,
636,53,Zostera marina,281,,
637,53,Zostera marina,516,,
638,53,Zostera marina,667,,
639,53,Zostera marina,542,,
640,53,Zostera marina,506,,
641,53,Zostera marina,460,,
642,54,Zostera marina,320,,
643,54,Zostera marina,450,,
644,54,Zostera marina,389,,
645,54,Zostera marina,510,,
646,54,Zostera marina,525,,
647,54,Zostera marina,569,,
648,54,Zostera marina,276,,
649,54,Zostera marina,403,,
650,54,Zostera marina,462,,
651,54,Zostera marina,420,,
652,54,Zostera marina,542,,
653,54,Zostera marina,162,,
654,54,Zostera marina,268,,
655,54,Zostera marina,573,,
656,54,Zostera marina,372,,
657,55,Zostera marina,522,,
658,55,Zostera marina,460,,
659,55,Zostera marina,421,,
660,55,Zostera marina,652,,
661,55,Zostera marina,351,,
662,55,Zostera marina,222,,
663,55,Zostera marina,520,,
664,55,Zostera marina,785,,
665,55,Zostera marina,637,,
666,55,Zostera marina,478,,
667,55,Zostera marina,658,,
668,55,Zostera marina,326,,
669,55,Zostera marina,374,,
670,55,Zostera marina,245,,
671,55,Zostera marina,632,,
672,56,Saccharina groenlandica,630,223.5,
673,56,Saccharina groenlandica,828,219.5,
674,56,Saccharina groenlandica,650,95.8,
675,56,Saccharina groenlandica,80,8.6,
676,56,Zostera marina ,510,0.9,
677,56,Mazzaella splendens,198,12.7,
678,56,Mazzaella splendens,256,10.4,
679,57,Saccharina latissima,308,17.5,
680,58,Saccharina groenlandica,200,49.3,
681,58,Zostera marina,404,,
682,58,Zostera marina,230,,
683,58,Zostera marina,122,,
684,58,Zostera marina,468,,
685,58,Zostera marina,208,,
686,58,Zostera marina,200,,
687,58,Zostera marina,452,,
688,58,Zostera marina,366,,
689,58,Zostera marina,218,,
690,58,Zostera marina,414,,
691,58,Zostera marina,292,,
692,58,Zostera marina,212,,
693,58,Zostera marina,206,,
694,58,Zostera marina,142,,
695,59,Saccharina groenlandica,880,440.5,
696,59,Mazzaella splendens,148,4.8,
697,60,Macrocystis pyrifera,570,97.9,
698,61,Zostera marina,566,,
699,61,Zostera marina,445,,
700,61,Zostera marina,323,,
701,61,Zostera marina,307,,
702,61,Zostera marina,282,,
703,61,Zostera marina,356,,
704,61,Zostera marina,139,,
705,61,Zostera marina,315,,
706,61,Zostera marina,516,,
707,61,Zostera marina,240,,
708,61,Zostera marina,213,,
709,61,Zostera marina,466,,
710,61,Zostera marina,506,,
711,61,Zostera marina,225,,
712,61,Zostera marina,373,,
713,62,Zostera marina,212,,
714,62,Zostera marina,356,,
715,62,Zostera marina,285,,
716,62,Zostera marina,307,,
717,62,Zostera marina,361,,
718,62,Zostera marina,272,,
719,62,Zostera marina,256,,
720,62,Zostera marina,159,,
721,62,Zostera marina,191,,
722,62,Zostera marina,247,,
723,62,Zostera marina,322,,
724,62,Zostera marina,335,,
725,62,Zostera marina,231,,
726,62,Zostera marina,381,,
727,62,Zostera marina,465,,
728,63,Zostera marina,303,,
729,63,Zostera marina,410,,
730,63,Zostera marina,381,,
731,63,Zostera marina,185,,
732,63,Zostera marina,496,,
733,63,Zostera marina,305,,
734,63,Zostera marina,342,,
735,63,Zostera marina,515,,
736,63,Zostera marina,161,,
737,63,Zostera marina,334,,
738,63,Zostera marina,373,,
739,63,Zostera marina,335,,
740,63,Zostera marina,301,,
741,63,Zostera marina,310,,
742,63,Zostera marina,320,,
743,63,Zostera marina,513,,
744,63,Zostera marina,289,,
745,63,Zostera marina,319,,
746,63,Zostera marina,294,,
747,64,Zostera marina,216,,
748,64,Zostera marina,286,,
749,64,Zostera marina,330,,
750,64,Zostera marina,310,,
751,64,Zostera marina,227,,
752,64,Zostera marina,295,,
753,64,Zostera marina,140,,
754,64,Zostera marina,291,,
755,64,Zostera marina,403,,
756,64,Zostera marina,315,,
757,64,Zostera marina,227,,
758,64,Zostera marina,209,,
759,64,Zostera marina,276,,
760,64,Zostera marina,319,,
761,64,Zostera marina,331,,
762,65,Zostera marina,432,,
763,65,Zostera marina,250,,
764,65,Zostera marina,401,,
765,65,Zostera marina,249,,
766,65,Zostera marina,390,,
767,65,Zostera marina,408,,
768,65,Zostera marina,183,,
769,65,Zostera marina,400,,
770,65,Zostera marina,397,,
771,65,Zostera marina,221,,
772,65,Zostera marina,321,,
773,65,Zostera marina,277,,
774,65,Zostera marina,365,,
775,65,Zostera marina,406,,
776,65,Zostera marina,332,,
777,66,Saccharina groenlandica,970,641.1,
778,66,Saccharina groenlandica,352,25.7,
779,66,Saccharina groenlandica,1000,356,
780,67,Saccharina groenlandica,592,78.5,
781,68,Saccharina groenlandica,1260,854.8,
782,68,Saccharina groenlandica,808,233,
783,68,Constantinea rosa-marina,152,16.5,
784,68,Constantinea rosa-marina,136,4.1,
785,68,Constantinea rosa-marina,110,2.5,
786,68,Constantinea rosa-marina,61,1.5,
787,69,Saccharina groenlandica,842,224,
788,69,Saccharina groenlandica,554,127,
789,69,Saccharina groenlandica,300,25.6,
790,69,Constantinea rosa-marina,34,0.4,
791,69,Constantinea rosa-marina,146,12.4,
792,70,Saccharina groenlandica,842,127.9,
793,70,Saccharina groenlandica,658,199.5,
794,70,Saccharina groenlandica,330,44.2,
795,71,Zostera marina,579,,
796,71,Zostera marina,636,,
797,71,Zostera marina,350,,
798,71,Zostera marina,422,,
799,71,Zostera marina,735,,
800,71,Zostera marina,575,,
801,71,Zostera marina,664,,
802,71,Zostera marina,620,,
803,71,Zostera marina,266,,
804,71,Zostera marina,592,,
805,71,Zostera marina,645,,
806,71,Zostera marina,356,,
807,71,Zostera marina,699,,
808,71,Zostera marina,684,,
809,71,Zostera marina,683,,
810,72,Zostera marina,336,,
811,72,Zostera marina,745,,
812,72,Zostera marina,671,,
813,72,Zostera marina,775,,
814,72,Zostera marina,572,,
815,72,Zostera marina,540,,
816,72,Zostera marina,748,,
817,72,Zostera marina,780,,
818,72,Zostera marina,494,,
819,72,Zostera marina,294,,
820,72,Zostera marina,194,,
821,72,Zostera marina,478,,
822,72,Zostera marina,715,,
823,72,Zostera marina,700,,
824,72,Zostera marina,620,,
825,73,Zostera marina,858,,
826,73,Zostera marina,715,,
827,73,Zostera marina,734,,
828,73,Zostera marina,712,,
829,73,Zostera marina,721,,
830,73,Zostera marina,620,,
831,73,Zostera marina,706,,
832,73,Zostera marina,774,,
833,73,Zostera marina,833,,
834,73,Zostera marina,786,,
835,73,Zostera marina,665,,
836,73,Zostera marina,665,,
837,73,Zostera marina,682,,
838,73,Zostera marina,445,,
839,73,Zostera marina,715,,
840,74,Zostera marina,692,,
841,74,Zostera marina,935,,
842,74,Zostera marina,1010,,
843,74,Zostera marina,716,,
844,74,Zostera marina,700,,
845,74,Zostera marina,925,,
846,74,Zostera marina,700,,
849,74,Zostera marina,690,,
850,74,Zostera marina,608,,
851,74,Zostera marina,731,,
852,74,Zostera marina,718,,
853,74,Zostera marina,971,,
854,74,Zostera marina,705,,
855,74,Zostera marina,225,,
856,74,Zostera marina,710,,
857,75,Zostera marina,903,,
858,75,Zostera marina,712,,
859,75,Zostera marina,703,,
860,75,Zostera marina,480,,
861,75,Zostera marina,530,,
862,75,Zostera marina,463,,
