bay_code,bay_sample,place_name,year,date,YYYYMMDD,trans_loc,trans_area_m2,species_common,species_scientific,species_code,death_estimate,width_mm,Width_checked,IF Function,notes,measurers
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,otter,41.7,41.7,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,crab,37.4,37.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,crab,30.9,30.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,39.6,39.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,40.2,40.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,46.2,46.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,49.5,49.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,42.5,42.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,42.6,42.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,31.6,31.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,36.5,36.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,33.5,33.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,33.2,33.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,39.5,39.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,34.1,34.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,43.8,43.8,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,34.2,34.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,26.3,26.3,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,32,32,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,39.2,39.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,36.2,36.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,36.2,36.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,34.1,34.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,37.5,37.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,33.4,33.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,33.6,33.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,31.2,31.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,30.2,30.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,32,32,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,32.8,32.8,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,32.2,32.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Steamer clam,Protothaca staminea,CLAMST,whole,43,43,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,otter,33.4,33.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,otter,30.4,30.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,otter,40.4,40.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,otter,31.1,31.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,otter,28.6,28.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,otter,22.4,22.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,otter,38,38,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,28.1,28.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,40,40,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,33.8,33.8,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,29.7,29.7,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,29.5,29.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,39.5,39.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,42.4,42.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,25.7,25.7,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,32.7,32.7,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,30,30,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,42.2,42.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,37.9,37.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,39.4,39.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,28.6,28.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,34.1,34.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,28.2,28.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,38.3,38.3,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,32.2,32.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,32.9,32.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,31.8,31.8,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,34.5,34.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,35.9,35.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,38.1,38.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,37.8,37.8,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,20,20,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,29.8,29.8,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,26.9,26.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Cockle,Clinocardium nutallii,CLAMCK,whole,26.8,26.8,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Bentnose Macoma,Macoma nasuta,CLAMMB,whole,38.9,38.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Bentnose Macoma,Macoma nasuta,CLAMMB,whole,38.6,38.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Edge,100,Bentnose Macoma,Macoma nasuta,CLAMMB,whole,38.1,38.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,otter,56.6,56.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,otter,66.2,66.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,otter,61,61,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,otter,55.5,55.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,otter,55.9,55.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,whole,53.1,53.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,whole,65.7,65.7,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,whole,47.3,47.3,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Butter clam,Saxidomus gigantea,CLAMBU,whole,41.2,41.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,32.4,32.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,43,43,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,43.3,43.3,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,38.5,38.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,40.2,40.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,37.1,37.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,40.8,40.8,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,36.9,36.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,40,40,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,35.5,35.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,42.1,42.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,40.6,40.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,39.1,39.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,33.5,33.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,47.5,47.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,33.6,33.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,39,39,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,33.4,33.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,35.2,35.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,31.4,31.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,31.9,31.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,36.7,36.7,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,37.9,37.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,29.9,29.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,otter,31.5,31.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,crab,36.1,36.1,YES,estimate,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,crab,35.5,35.5,YES,estimate,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,crab,24.1,24.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,39.2,39.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,40.1,40.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,40.8,40.8,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,35,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,39.6,39.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,33.6,33.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,35,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,41,41,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,43,43,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,34.9,34.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,40.6,40.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,36.9,36.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,35,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,40.6,40.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,37.2,37.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,41.2,41.2,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,40.7,40.7,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,40.9,40.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,39.9,39.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,38.6,38.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,39.5,39.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,31.1,31.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,35,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,37.9,37.9,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,32.4,32.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35,35,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,31.3,31.3,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,28.6,28.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,39.6,39.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,29.7,29.7,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,36,36,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,35.6,35.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,26.5,26.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Steamer clam,Protothaca staminea,CLAMST,whole,34.5,34.5,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,otter,34.7,34.7,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,otter,40.6,40.6,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,otter,25.1,25.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,otter,33.1,33.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,otter,41.4,41.4,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,otter,39.7,39.7,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,37.1,37.1,YES,,Carter
SHIN,A,Shinaku Inlet,2022,7/14/22,20220714,Inside,100,Cockle,Clinocardium nutallii,CLAMCK,whole,41.2,41.2,YES,,Carter
