"","bay_ID","site_name","sample_date","process_date","quadrat_no","quadrat_location_m","primary_sediment","secondary_sediment","belowground_empty_tin_mass_g","aboveground_empty_tin_mass_g","algae_empty_tin_mass_g","freshweight_belowground_mass_g","freshweight_aboveground_mass_g","freshweight_algae_mass_g","dry_belowground_mass.tin_g","dry_aboveground_mass.tin_g","dry_algae_mass.tin_g","dry_belowground_eel_mass_g","dry_aboveground_eel_mass_g","dry_algae_mass_g","common_name","scientific_name","species_code","size_mm","samplers","notes"
"11","NATZ_A","Natzuhini Bay",20210723,20210723,2,16,3,7,0,0.6072,2.9599,0,0.0625,98.5789,0,0,63.5593,0,0,60.5994,"steamer clam","Protothaca staminea","CLAMST",50.2,"Carter, Emmett, Jessica",""
"12","NATZ_A","Natzuhini Bay",20210723,20210723,2,16,3,7,0,0.6072,2.9599,0,0.0625,98.5789,0,0,63.5593,0,0,60.5994,"cockle","Clinocardium nutallii","CLAMCK",53.9,"Carter, Emmett, Jessica",""
"13","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"butter clam","Saxidomus gigantea","CLAMBU",73.5,"Carter, Emmett, Jessica",""
"14","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"butter clam","Saxidomus gigantea","CLAMBU",54.6,"Carter, Emmett, Jessica",""
"15","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"steamer clam","Protothaca staminea","CLAMST",47.6,"Carter, Emmett, Jessica",""
"16","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"steamer clam","Protothaca staminea","CLAMST",60.1,"Carter, Emmett, Jessica",""
"17","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"cockle","Clinocardium nutallii","CLAMCK",69.8,"Carter, Emmett, Jessica",""
"18","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"cockle","Clinocardium nutallii","CLAMCK",51.9,"Carter, Emmett, Jessica",""
"19","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"cockle","Clinocardium nutallii","CLAMCK",21.7,"Carter, Emmett, Jessica",""
"20","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"cockle","Clinocardium nutallii","CLAMCK",19,"Carter, Emmett, Jessica",""
"21","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"pointed macoma","Macoma inquinata","CLMPOI",23.7,"Carter, Emmett, Jessica",""
"22","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"pointed macoma","Macoma inquinata","CLMPOI",22.6,"Carter, Emmett, Jessica",""
"23","NATZ_A","Natzuhini Bay",20210723,20210723,3,27,3,6,0,0,3.1943,0,0,11.6246,0,0,8.1562,0,0,4.9619,"pointed macoma","Macoma inquinata","CLMPOI",25.3,"Carter, Emmett, Jessica",""
"24","NATZ_A","Natzuhini Bay",20210723,20210723,4,34,3,7,0,0,3.6025,0,0,3.38,0,0,3.7238,0,0,0.1213,"butter clam","Saxidomus gigantea","CLAMBU",64,"Carter, Emmett, Jessica",""
"25","NATZ_A","Natzuhini Bay",20210723,20210723,4,34,3,7,0,0,3.6025,0,0,3.38,0,0,3.7238,0,0,0.1213,"steamer clam","Protothaca staminea","CLAMST",54.2,"Carter, Emmett, Jessica",""
"26","NATZ_A","Natzuhini Bay",20210723,20210723,4,34,3,7,0,0,3.6025,0,0,3.38,0,0,3.7238,0,0,0.1213,"steamer clam","Protothaca staminea","CLAMST",38.5,"Carter, Emmett, Jessica",""
"27","NATZ_A","Natzuhini Bay",20210723,20210723,5,50,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"butter clam","Saxidomus gigantea","CLAMBU",70.9,"Carter, Emmett, Jessica",""
"28","NATZ_A","Natzuhini Bay",20210723,20210723,5,50,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"steamer clam","Protothaca staminea","CLAMST",60.5,"Carter, Emmett, Jessica",""
"29","NATZ_A","Natzuhini Bay",20210723,20210723,5,50,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",25.6,"Carter, Emmett, Jessica",""
"30","NATZ_A","Natzuhini Bay",20210723,20210723,5,50,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",20.6,"Carter, Emmett, Jessica",""
"31","NATZ_A","Natzuhini Bay",20210723,20210723,6,60,3,7,0,0,3.1618,0,0,37.0602,0,0,7.0617,0,0,3.8999,"na","na","na",NA,"Carter, Emmett, Jessica","no clams"
"32","NATZ_A","Natzuhini Bay",20210723,20210723,7,67,3,7,0,0,2.8587,0,0,31.0489,0,0,5.4558,0,0,2.5971,"butter clam","Saxidomus gigantea","CLAMBU",74.6,"Carter, Emmett, Jessica",""
"33","NATZ_A","Natzuhini Bay",20210723,20210723,7,67,3,7,0,0,2.8587,0,0,31.0489,0,0,5.4558,0,0,2.5971,"pointed macoma","Macoma inquinata","CLMPOI",34.8,"Carter, Emmett, Jessica",""
"34","NATZ_A","Natzuhini Bay",20210723,20210723,8,76,3,7,0,0,2.8816,0,0,41.5012,0,0,20.4993,0,0,17.6177,"butter clam","Saxidomus gigantea","CLAMBU",70.3,"Carter, Emmett, Jessica",""
"35","NATZ_A","Natzuhini Bay",20210723,20210723,8,76,3,7,0,0,2.8816,0,0,41.5012,0,0,20.4993,0,0,17.6177,"steamer clam","Protothaca staminea","CLAMST",59.9,"Carter, Emmett, Jessica",""
"36","NATZ_A","Natzuhini Bay",20210723,20210723,8,76,3,7,0,0,2.8816,0,0,41.5012,0,0,20.4993,0,0,17.6177,"steamer clam","Protothaca staminea","CLAMST",57.1,"Carter, Emmett, Jessica",""
"37","NATZ_A","Natzuhini Bay",20210723,20210723,8,76,3,7,0,0,2.8816,0,0,41.5012,0,0,20.4993,0,0,17.6177,"steamer clam","Protothaca staminea","CLAMST",56.9,"Carter, Emmett, Jessica",""
"38","NATZ_A","Natzuhini Bay",20210723,20210723,9,80,3,7,0,0,2.9901,0,0,6.9567,0,0,4.4282,0,0,1.4381,"steamer clam","Protothaca staminea","CLAMST",51.2,"Carter, Emmett, Jessica",""
"39","NATZ_A","Natzuhini Bay",20210723,20210723,9,80,3,7,0,0,2.9901,0,0,6.9567,0,0,4.4282,0,0,1.4381,"steamer clam","Protothaca staminea","CLAMST",57.7,"Carter, Emmett, Jessica",""
"40","NATZ_A","Natzuhini Bay",20210723,20210723,9,80,3,7,0,0,2.9901,0,0,6.9567,0,0,4.4282,0,0,1.4381,"steamer clam","Protothaca staminea","CLAMST",45.4,"Carter, Emmett, Jessica",""
"41","NATZ_A","Natzuhini Bay",20210723,20210723,9,80,3,7,0,0,2.9901,0,0,6.9567,0,0,4.4282,0,0,1.4381,"steamer clam","Protothaca staminea","CLAMST",49.1,"Carter, Emmett, Jessica",""
"42","NATZ_A","Natzuhini Bay",20210723,20210723,9,80,3,7,0,0,2.9901,0,0,6.9567,0,0,4.4282,0,0,1.4381,"steamer clam","Protothaca staminea","CLAMST",57.2,"Carter, Emmett, Jessica",""
"43","NATZ_A","Natzuhini Bay",20210723,20210723,10,96,3,7,0,2.5474,3.1244,0,0.3283,13.2603,0,0,10.171,0,0,7.0466,"butter clam","Saxidomus gigantea","CLAMBU",77.1,"Carter, Emmett, Jessica",""
"44","NATZ_A","Natzuhini Bay",20210723,20210723,10,96,3,7,0,2.5474,3.1244,0,0.3283,13.2603,0,0,10.171,0,0,7.0466,"butter clam","Saxidomus gigantea","CLAMBU",58.7,"Carter, Emmett, Jessica",""
"45","NATZ_A","Natzuhini Bay",20210723,20210723,10,96,3,7,0,2.5474,3.1244,0,0.3283,13.2603,0,0,10.171,0,0,7.0466,"steamer clam","Protothaca staminea","CLAMST",54.9,"Carter, Emmett, Jessica",""
"46","NATZ_A","Natzuhini Bay",20210723,20210723,10,96,3,7,0,2.5474,3.1244,0,0.3283,13.2603,0,0,10.171,0,0,7.0466,"steamer clam","Protothaca staminea","CLAMST",33.5,"Carter, Emmett, Jessica",""
"47","NATZ_A","Natzuhini Bay",20210723,20210723,10,96,3,7,0,2.5474,3.1244,0,0.3283,13.2603,0,0,10.171,0,0,7.0466,"bentnose macoma","Macoma nasuta","CLAMMB",38.8,"Carter, Emmett, Jessica",""
"48","NATZ_A","Natzuhini Bay",20210723,20210723,10,96,3,7,0,2.5474,3.1244,0,0.3283,13.2603,0,0,10.171,0,0,7.0466,"bentnose macoma","Macoma nasuta","CLAMMB",31.3,"Carter, Emmett, Jessica",""
"49","NATZ_A","Natzuhini Bay",20210723,20210723,10,96,3,7,0,2.5474,3.1244,0,0.3283,13.2603,0,0,10.171,0,0,7.0466,"bentnose macoma","Macoma nasuta","CLAMMB",20.1,"Carter, Emmett, Jessica",""
"50","NATZ_A","Natzuhini Bay",20210723,20210723,10,96,3,7,0,2.5474,3.1244,0,0.3283,13.2603,0,0,10.171,0,0,7.0466,"bentnose macoma","Macoma nasuta","CLAMMB",16,"Carter, Emmett, Jessica",""
"51","NATZ_A","Natzuhini Bay",20210723,20210723,10,96,3,7,0,2.5474,3.1244,0,0.3283,13.2603,0,0,10.171,0,0,7.0466,"bentnose macoma","Macoma nasuta","CLAMMB",21.8,"Carter, Emmett, Jessica",""
"52","NATZ_A","Natzuhini Bay",20210723,20210723,10,96,3,7,0,2.5474,3.1244,0,0.3283,13.2603,0,0,10.171,0,0,7.0466,"pointed macoma","Macoma inquinata","CLMPOI",25,"Carter, Emmett, Jessica",""
"53","SHIN_A","Shinaku",20210722,20210722,1,2,3,7,1.9898,2.1199,2.4587,0.6856,0.1152,6.3774,2.0666,2.0666,3.1571,0.0768000000000002,-0.0532999999999997,0.6984,"butter clam","Saxidomus gigantea","CLAMBU",52.8,"Emma, Ginny",""
"54","SHIN_A","Shinaku",20210722,20210722,1,2,3,7,1.9898,2.1199,2.4587,0.6856,0.1152,6.3774,2.0666,2.0666,3.1571,0.0768000000000002,-0.0532999999999997,0.6984,"steamer clam","Protothaca staminea","CLAMST",24.7,"Emma, Ginny",""
"55","SHIN_A","Shinaku",20210722,20210722,1,2,3,7,1.9898,2.1199,2.4587,0.6856,0.1152,6.3774,2.0666,2.0666,3.1571,0.0768000000000002,-0.0532999999999997,0.6984,"steamer clam","Protothaca staminea","CLAMST",30.2,"Emma, Ginny",""
"56","SHIN_A","Shinaku",20210722,20210722,1,2,3,7,1.9898,2.1199,2.4587,0.6856,0.1152,6.3774,2.0666,2.0666,3.1571,0.0768000000000002,-0.0532999999999997,0.6984,"steamer clam","Protothaca staminea","CLAMST",34.9,"Emma, Ginny",""
"57","SHIN_A","Shinaku",20210722,20210722,1,2,3,7,1.9898,2.1199,2.4587,0.6856,0.1152,6.3774,2.0666,2.0666,3.1571,0.0768000000000002,-0.0532999999999997,0.6984,"steamer clam","Protothaca staminea","CLAMST",33.1,"Emma, Ginny",""
"58","SHIN_A","Shinaku",20210722,20210722,1,2,3,7,1.9898,2.1199,2.4587,0.6856,0.1152,6.3774,2.0666,2.0666,3.1571,0.0768000000000002,-0.0532999999999997,0.6984,"steamer clam","Protothaca staminea","CLAMST",24.7,"Emma, Ginny",""
"59","SHIN_A","Shinaku",20210722,20210722,1,2,3,7,1.9898,2.1199,2.4587,0.6856,0.1152,6.3774,2.0666,2.0666,3.1571,0.0768000000000002,-0.0532999999999997,0.6984,"steamer clam","Protothaca staminea","CLAMST",32,"Emma, Ginny",""
"60","SHIN_A","Shinaku",20210722,20210722,1,2,3,7,1.9898,2.1199,2.4587,0.6856,0.1152,6.3774,2.0666,2.0666,3.1571,0.0768000000000002,-0.0532999999999997,0.6984,"bentnose macoma","Macoma nasuta","CLAMMB",40.5,"Emma, Ginny",""
"61","SHIN_A","Shinaku",20210722,20210722,1,2,3,7,1.9898,2.1199,2.4587,0.6856,0.1152,6.3774,2.0666,2.0666,3.1571,0.0768000000000002,-0.0532999999999997,0.6984,"bentnose macoma","Macoma nasuta","CLAMMB",35.2,"Emma, Ginny",""
"62","SHIN_A","Shinaku",20210722,20210722,2,16,3,7,2.83508,3.45637,1.35761,35.2144,17.2139,2.7089,14.488,14.488,1.6609,11.65292,11.03163,0.30329,NA,NA,NA,NA,"Emma, Ginny","no clams"
"63","SHIN_A","Shinaku",20210722,20210722,3,27,3,7,3.28831,4.0707,0.95837,31.04468,19.16005,2.06678,24.3709,24.3709,1.2215,21.08259,20.3002,0.26313,"butter clam","Saxidomus gigantea","CLAMBU",39.5,"Emma, Ginny","estimate"
"64","SHIN_A","Shinaku",20210722,20210722,3,27,3,7,3.28831,4.0707,0.95837,31.04468,19.16005,2.06678,24.3709,24.3709,1.2215,21.08259,20.3002,0.26313,"steamer clam","Protothaca staminea","CLAMST",30.8,"Emma, Ginny",""
"65","SHIN_A","Shinaku",20210722,20210722,3,27,3,7,3.28831,4.0707,0.95837,31.04468,19.16005,2.06678,24.3709,24.3709,1.2215,21.08259,20.3002,0.26313,"steamer clam","Protothaca staminea","CLAMST",28,"Emma, Ginny",""
"66","SHIN_A","Shinaku",20210722,20210722,3,27,3,7,3.28831,4.0707,0.95837,31.04468,19.16005,2.06678,24.3709,24.3709,1.2215,21.08259,20.3002,0.26313,"steamer clam","Protothaca staminea","CLAMST",33.4,"Emma, Ginny",""
"67","SHIN_A","Shinaku",20210722,20210722,3,27,3,7,3.28831,4.0707,0.95837,31.04468,19.16005,2.06678,24.3709,24.3709,1.2215,21.08259,20.3002,0.26313,"bentnose macoma","Macoma nasuta","CLAMMB",50.1,"Emma, Ginny",""
"68","SHIN_A","Shinaku",20210722,20210722,4,34,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"steamer clam","Protothaca staminea","CLAMST",45,"Emma, Ginny",""
"69","SHIN_A","Shinaku",20210722,20210722,4,34,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"steamer clam","Protothaca staminea","CLAMST",34.7,"Emma, Ginny",""
"70","SHIN_A","Shinaku",20210722,20210722,4,34,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"steamer clam","Protothaca staminea","CLAMST",30,"Emma, Ginny",""
"71","SHIN_A","Shinaku",20210722,20210722,4,34,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"steamer clam","Protothaca staminea","CLAMST",36.4,"Emma, Ginny",""
"72","SHIN_A","Shinaku",20210722,20210722,4,34,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"steamer clam","Protothaca staminea","CLAMST",23.3,"Emma, Ginny",""
"73","SHIN_A","Shinaku",20210722,20210722,4,34,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"steamer clam","Protothaca staminea","CLAMST",36,"Emma, Ginny",""
"74","SHIN_A","Shinaku",20210722,20210722,4,34,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"steamer clam","Protothaca staminea","CLAMST",23.2,"Emma, Ginny",""
"75","SHIN_A","Shinaku",20210722,20210722,4,34,3,7,0,0,0,0,0,0,0,0,0,0,0,0,"steamer clam","Protothaca staminea","CLAMST",14.1,"Emma, Ginny",""
"76","SHIN_A","Shinaku",20210722,20210722,5,50,3,7,0,2.4096,2.0972,0,0.569,1.735,0,0,2.3037,0,0,0.2065,"steamer clam","Protothaca staminea","CLAMST",27.5,"Emma, Ginny",""
"77","SHIN_A","Shinaku",20210722,20210722,5,50,3,7,0,2.4096,2.0972,0,0.569,1.735,0,0,2.3037,0,0,0.2065,"steamer clam","Protothaca staminea","CLAMST",28.4,"Emma, Ginny",""
"78","SHIN_A","Shinaku",20210722,20210722,6,60,5,6,0,4.2294,3.0474,0,0.0923,8.5743,0,0,3.5273,0,0,0.4799,"butter clam","Saxidomus gigantea","CLAMBU",49.2,"Emma, Ginny",""
"79","SHIN_A","Shinaku",20210722,20210722,6,60,5,6,0,4.2294,3.0474,0,0.0923,8.5743,0,0,3.5273,0,0,0.4799,"steamer clam","Protothaca staminea","CLAMST",38.2,"Emma, Ginny",""
"80","SHIN_A","Shinaku",20210722,20210722,6,60,5,6,0,4.2294,3.0474,0,0.0923,8.5743,0,0,3.5273,0,0,0.4799,"steamer clam","Protothaca staminea","CLAMST",34,"Emma, Ginny",""
"81","SHIN_A","Shinaku",20210722,20210722,6,60,5,6,0,4.2294,3.0474,0,0.0923,8.5743,0,0,3.5273,0,0,0.4799,"steamer clam","Protothaca staminea","CLAMST",33.6,"Emma, Ginny",""
"82","SHIN_A","Shinaku",20210722,20210722,6,60,5,6,0,4.2294,3.0474,0,0.0923,8.5743,0,0,3.5273,0,0,0.4799,"bentnose macoma","Macoma nasuta","CLAMMB",49.2,"Emma, Ginny",""
"83","SHIN_A","Shinaku",20210722,20210722,7,67,5,6,0,0,2.4838,0,0,10.686,0,0,2.642,0,0,0.1582,"pointed macoma","Macoma inquinata","CLMPOI",44.9,"Emma, Ginny",""
"84","SHIN_A","Shinaku",20210722,20210722,8,76,5,6,0,0,0,0,0,0,0,0,0,0,0,0,"cockle","Clinocardium nutallii","CLAMCK",39.1,"Emma, Ginny",""
"85","SHIN_A","Shinaku",20210722,20210722,8,76,5,6,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",8.4,"Emma, Ginny",""
"86","SHIN_A","Shinaku",20210722,20210722,9,80,5,6,0,0,1.829,0,0,0.0336,0,0,1.8374,0,0,0.00839999999999996,"butter clam","Saxidomus gigantea","CLAMBU",57.5,"Emma, Ginny",""
"87","SHIN_A","Shinaku",20210722,20210722,9,80,5,6,0,0,1.829,0,0,0.0336,0,0,1.8374,0,0,0.00839999999999996,"steamer clam","Protothaca staminea","CLAMST",18.6,"Emma, Ginny",""
"88","SHIN_A","Shinaku",20210722,20210722,9,80,5,6,0,0,1.829,0,0,0.0336,0,0,1.8374,0,0,0.00839999999999996,"steamer clam","Protothaca staminea","CLAMST",42.9,"Emma, Ginny",""
"89","SHIN_A","Shinaku",20210722,20210722,10,96,5,6,0,0,1.8937,0,0,0.244,0,0,1.9678,0,0,0.0741000000000001,"steamer clam","Protothaca staminea","CLAMST",39.1,"Emma, Ginny",""
"90","SHIN_A","Shinaku",20210722,20210722,10,96,5,6,0,0,1.8937,0,0,0.244,0,0,1.9678,0,0,0.0741000000000001,"bentnose macoma","Macoma nasuta","CLAMMB",31.1,"Emma, Ginny",""
"91","SHIN_A","Shinaku",20210722,20210722,10,96,5,6,0,0,1.8937,0,0,0.244,0,0,1.9678,0,0,0.0741000000000001,"bentnose macoma","Macoma nasuta","CLAMMB",32,"Emma, Ginny",""
"92","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",49.2,"",""
"93","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",45.5,"",""
"94","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",48,"",""
"95","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",54.3,"","estimate"
"96","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",34.1,"",""
"97","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",41.7,"",""
"98","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",46.3,"",""
"99","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"bentnose macoma","Macoma nasuta","CLAMMB",40.3,"",""
"100","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"pointed macoma","Macoma inquinata","CLMPOI",44.4,"",""
"101","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"pointed macoma","Macoma inquinata","CLMPOI",36.6,"",""
"102","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"pointed macoma","Macoma inquinata","CLMPOI",42,"",""
"103","REFU_A","Port Refugio",20210724,20210724,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"macoma spp","Macoma spp","CLMMAC",42,"","estimate"
"104","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"butter clam","Saxidomus gigantea","CLAMBU",80.8,"",""
"105","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"butter clam","Saxidomus gigantea","CLAMBU",72.7,"",""
"106","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"butter clam","Saxidomus gigantea","CLAMBU",85.7,"",""
"107","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"steamer clam","Protothaca staminea","CLAMST",48.3,"",""
"108","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"steamer clam","Protothaca staminea","CLAMST",43.3,"",""
"109","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"cockle","Clinocardium nutallii","CLAMCK",25.8,"",""
"110","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"bentnose macoma","Macoma nasuta","CLAMMB",47.3,"",""
"111","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"bentnose macoma","Macoma nasuta","CLAMMB",46.6,"",""
"112","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"bentnose macoma","Macoma nasuta","CLAMMB",51.9,"",""
"113","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"pointed macoma","Macoma inquinata","CLMPOI",30.1,"",""
"114","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"pointed macoma","Macoma inquinata","CLMPOI",43.8,"",""
"115","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"pointed macoma","Macoma inquinata","CLMPOI",22.8,"",""
"116","REFU_A","Port Refugio",20210724,20210724,2,16,1,1,0,0,0.5578,0,0,0.6504,0,0,0.6308,0,0,0.0730000000000001,"pointed macoma","Macoma inquinata","CLMPOI",24.5,"",""
"117","REFU_A","Port Refugio",20210724,20210724,3,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"pointed macoma","Macoma inquinata","CLMPOI",22.7,"",""
"118","REFU_A","Port Refugio",20210724,20210724,3,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"pointed macoma","Macoma inquinata","CLMPOI",42.9,"",""
"119","REFU_A","Port Refugio",20210724,20210724,3,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"pointed macoma","Macoma inquinata","CLMPOI",36.9,"",""
