bay_code,bay_sample,site_code,place_name,latitude_N,longitude_E,so_region,year,date_MMDDYY,date_YYYYMMDD,trans_loc,bin_loc_transect_m,bin_area_m2,pit_count_bin,pit_count_m2,sed1_type,sed2_type,sed1_no,sed2_no,sed_avg_no,field_collector,notes,,,,,,
BCLB,A,L_10_a,Big Clam Bay a,55.227691,-132.973932,low,2018,7/13/18,20180713,Outside,20,40,0,0,gravel,sand,7,4,5.5,Wendel,,,,,,,
BCLB,A,L_10_a,Big Clam Bay a,55.227691,-132.973932,low,2018,7/13/18,20180713,Outside,30,40,1,0.025,gravel,sand,7,4,5.5,Wendel,,,,,,,
BCLB,A,L_10_a,Big Clam Bay a,55.227691,-132.973932,low,2018,7/13/18,20180713,Outside,40,40,0,0,gravel,gravel,7,7,7,Wendel,,,,,,,
BCLB,A,L_10_a,Big Clam Bay a,55.227691,-132.973932,low,2018,7/13/18,20180713,Outside,50,40,0,0,gravel,sand,7,4,5.5,Wendel,,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Inside,10,40,2,0.05,muddy sand,muddy sand,3,3,3,"Maggie, EW",,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Inside,20,40,2,0.05,muddy sand,muddy sand,3,3,3,"Maggie, EW",,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Inside,30,40,0,0,muddy sand,muddy sand,3,3,3,"Maggie, EW",,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Inside,40,40,0,0,muddy sand,muddy sand,3,3,3,"Maggie, EW",,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Inside,50,40,0,0,muddy sand,sandy mud,3,2,2.5,"Maggie, EW",,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Edge,10,40,0,0,sand,pebble,4,6,5,Tiff,Not really an outside so the edge was placed 2 meters below the edge of the bed.,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Edge,20,40,2,0.05,sand,pebble,4,6,5,Tiff,,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Edge,30,40,1,0.025,sand,pebble,4,6,5,Tiff,,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Edge,40,40,1,0.025,sand,pebble,4,6,5,Tiff,,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Edge,50,40,1,0.025,sand,sand,4,4,4,Tiff,,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Outside,10,40,1,0.025,sand,gravel,4,7,5.5,"Maggie, EW",Outside is 2 meters above the edge of the bed.,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Outside,20,40,0,0,sand,gravel,4,7,5.5,"Maggie, EW",,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Outside,30,40,1,0.025,sand,gravel,4,7,5.5,"Maggie, EW",,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Outside,40,40,2,0.05,sand,gravel,4,7,5.5,"Maggie, EW",,,,,,,
BTRB,A,M_10_a,Big Tree Bay a,55.585855,-133.215512,moderate,2018,7/11/18,20180711,Outside,50,40,1,0.025,sand,pebble,4,6,5,"Maggie, EW",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Edge,10,20,3,0.15,Sandy Mud,Cobble,2,8,5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Edge,20,20,6,0.3,Muddy Sand,Cobble,3,8,5.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Edge,30,20,8,0.4,Muddy Sand,Cobble,3,8,5.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Edge,40,20,10,0.5,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Edge,50,20,10,0.5,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Edge,60,20,6,0.3,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Edge,70,20,4,0.2,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Edge,80,20,9,0.45,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Edge,90,20,14,0.7,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Edge,100,20,15,0.75,Sand,Gravel,4,7,5.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Inside,10,20,0,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Inside,20,20,2,0.1,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Inside,30,20,1,0.05,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Inside,40,20,0,0,Sand,Muddy Sand,4,3,3.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Inside,50,20,0,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Inside,60,20,0,0,Muddy Sand,Sand,3,4,3.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Inside,70,20,0,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Inside,80,20,2,0.1,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Inside,90,20,0,0,Muddy Sand,Sand,3,4,3.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Inside,100,20,6,0.3,Sandy Mud,Cobble,3,8,5.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Outside,10,20,6,0.3,Muddy Sand,Boulder,3,9,6,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Outside,20,20,2,0.1,Muddy Sand,Cobble,3,8,5.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Outside,30,20,1,0.05,Muddy Sand,Cobble,3,8,5.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Outside,40,20,2,0.1,Sand,Gravel,4,7,5.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Outside,50,20,2,0.1,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Outside,60,20,8,0.4,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Outside,70,20,2,0.1,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Outside,80,20,2,0.1,Sand,Gravel,4,7,5.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Outside,90,20,4,0.2,Sand,Gravel,4,7,5.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.62082,-133.38664,high,2017,8/19/2017,20170820,Outside,100,20,3,0.15,Sand,Gravel,4,7,5.5,"Tiff Stephens, Earthwatch",NA,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Inside,10,40,0,0,muddy sand,muddy sand,3,3,3,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Inside,20,40,1,0.025,muddy sand,sandy mud,3,2,2.5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Inside,30,40,0,0,muddy sand,sandy mud,3,2,2.5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Inside,40,40,2,0.05,muddy sand,muddy sand,3,3,3,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Inside,50,40,2,0.05,muddy sand,muddy sand,3,3,3,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Edge,10,40,7,0.175,sand,gravel,4,7,5.5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Edge,20,40,2,0.05,sand,gravel,4,7,5.5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Edge,30,40,3,0.075,muddy sand,gravel,3,7,5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Edge,40,40,5,0.125,sand,gravel,4,7,5.5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Edge,50,40,2,0.05,sand,gravel,4,7,5.5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Outside,10,40,4,0.1,sand,gravel,4,7,5.5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Outside,20,40,6,0.15,sand,gravel,4,7,5.5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Outside,30,40,7,0.175,muddy sand,gravel,3,7,5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Outside,40,40,4,0.1,sand,gravel,4,7,5.5,"Tiff, Maggie, Wendel, Mel",,,,,,,
BLAQ,A,H_07_a,Blanquizal Bay a,55.621174,-133.387067,high,2018,6/18/18,20180618,Outside,50,40,2,0.05,sand,cobble,4,8,6,"Tiff, Maggie, Wendel, Mel",,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Edge,Shells collected along entire transect,20,22,1.1,Sand,Muddy Sand,4,3,3.5,"Becca, Michele",Sparse Pebbles Through First 40m,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Edge,Shells collected along entire transect,20,19,0.95,Sand,Muddy Sand,4,3,3.5,"Becca, Michele",Sparse Pebbles Through First 40m,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Edge,Shells collected along entire transect,20,16,0.8,Sand,Muddy Sand,4,3,3.5,"Becca, Michele",Sparse Pebbles Through First 40m,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Edge,Shells collected along entire transect,20,13,0.65,Sand,Muddy Sand,4,3,3.5,"Becca, Michele",Sparse Pebbles Through First 40m,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Edge,Shells collected along entire transect,20,2,0.1,Sand,Muddy Sand,4,3,3.5,"Becca, Michele",Sparse Pebbles Through First 40m,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Inside,Shells collected along entire transect,20,14,0.7,Muddy Sand,Mud,3,1,2,"Becca, Michele",NA,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Inside,Shells collected along entire transect,20,23,1.15,Muddy Sand,Mud,3,1,2,"Becca, Michele",NA,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Inside,Shells collected along entire transect,20,17,0.85,Muddy Sand,Mud,3,1,2,"Becca, Michele",NA,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Inside,Shells collected along entire transect,20,2,0.1,Muddy Sand,Mud,3,1,2,"Becca, Michele",NA,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Inside,Shells collected along entire transect,20,4,0.2,Muddy Sand,Mud,3,1,2,"Becca, Michele",NA,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Outside ,Shells collected along entire transect,20,22,1.1,Course Sand,Sand,5,4,4.5,"Becca, Michele",Sparse Cobbles throughout,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Outside ,Shells collected along entire transect,20,32,1.6,Course Sand,Sand,5,4,4.5,"Becca, Michele",Sparse Cobbles throughout,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Outside ,Shells collected along entire transect,20,36,1.8,Course Sand,Sand,5,4,4.5,"Becca, Michele",Sparse Cobbles throughout,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Outside ,Shells collected along entire transect,20,28,1.4,Course Sand,Sand,5,4,4.5,"Becca, Michele",Sparse Cobbles throughout,,,,,,
CHUS,B,2017_H_03,Chusini Cove,55.81849,-133.1794,high,2019,5/8/19,20190508,Outside ,Shells collected along entire transect,20,24,1.2,Course Sand,Sand,5,4,4.5,"Becca, Michele",Sparse Cobbles throughout,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Edge,10,20,1,0.05,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Edge,20,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Edge,30,20,1,0.05,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Edge,40,20,1,0.05,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Edge,50,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Edge,60,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Edge,70,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Edge,80,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Edge,90,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Edge,100,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Inside,10,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Inside,20,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Inside,30,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Inside,40,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Inside,50,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Inside,60,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Inside,70,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Inside,80,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Inside,90,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Inside,100,20,0,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Outside,10,20,0,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Outside,20,20,0,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Outside,30,20,0,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
CHUS,A,H_03_a,Chusini Cove a,55.80692,-133.171,high,2017,8/20/2017,20170820,Outside,40,20,0,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",NA,,,,,,
