bay_code,bay_sample,place_name,habitat,so_region,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,fork_length_checked,IF Function,unmeasured,unmeasured_checked,IF Function,unmeasured_sm,unmeasured_sm_checked,IF Function,taxon,Sex,notes,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,135,135,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,120,120,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,125,125,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,124,124,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,127,127,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,127,127,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,124,124,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,140,140,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,166,166,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,125,125,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,133,133,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,135,135,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,138,138,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific sand lance,Ammodytes personatus,SANDLNCP,,,YES,119,119,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,132,132,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,170,170,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,144,144,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,135,135,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,153,153,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,177,177,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,160,160,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,137,137,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,152,152,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,157,157,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,94,94,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,169,169,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,116,116,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,172,172,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,120,120,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,149,149,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,140,140,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,185,185,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,195,195,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,159,159,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,142,142,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,156,156,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,151,151,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,124,124,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,111,111,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,124,124,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,146,146,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,151,151,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,163,163,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,154,154,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Bay pipefish,Syngnathus leptorhynchus,PIPEFISH,,,YES,39,39,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,100,100,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,90,90,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,165,165,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,103,103,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,164,164,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,86,86,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,165,165,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,65,65,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,35,35,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,45,45,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,21,21,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,32,32,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,34,34,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,34,34,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,31,31,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,36,36,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,45,45,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,15,15,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,25,25,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,35,35,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,40,40,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,33,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,41,41,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,46,46,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,33,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,23,23,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,31,31,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,35,35,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,12,12,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,37,37,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,41,41,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,40,40,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,42,42,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,33,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,25,25,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,31,31,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,33,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,33,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,,,YES,18,18,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Helmet crab,Temessus cheiragonus,CRABHEL,,,YES,,,YES,,,YES,invertebrate,F,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Helmet crab,Temessus cheiragonus,CRABHEL,,,YES,,,YES,,,YES,invertebrate,M,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Northern kelp crab,"Pugettia producta, Majidae",CRABNKE,,,YES,,,YES,,,YES,invertebrate,M,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Northern kelp crab,"Pugettia producta, Majidae",CRABNKE,,,YES,,,YES,,,YES,invertebrate,M,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Northern kelp crab,"Pugettia producta, Majidae",CRABNKE,,,YES,,,YES,,,YES,invertebrate,M,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Northern kelp crab,"Pugettia producta, Majidae",CRABNKE,,,YES,,,YES,,,YES,invertebrate,M,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Northern kelp crab,"Pugettia producta, Majidae",CRABNKE,,,YES,,,YES,,,YES,invertebrate,M,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Northern kelp crab,"Pugettia producta, Majidae",CRABNKE,,,YES,,,YES,,,YES,invertebrate,M,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Northern kelp crab,"Pugettia producta, Majidae",CRABNKE,,,YES,,,YES,,,YES,invertebrate,F,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Northern kelp crab,"Pugettia producta, Majidae",CRABNKE,,,YES,,,YES,,,YES,invertebrate,F,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,64,64,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,50,50,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,97,97,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,90,90,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,90,90,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,69,69,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,68,68,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,84,84,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,65,65,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,52,52,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,85,85,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,72,72,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,68,68,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,80,80,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,51,51,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,73,73,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,44,44,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,12,12,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,64,64,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,59,59,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,68,68,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,56,56,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Rock greenling,Hexagrammos lagocephalus,GREENROC,67,67,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Buffalo sculpin,Enophrys bison,SCULBUF,53,53,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific cod,Gadus macrocephalus,CODPAC,52,52,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific cod,Gadus macrocephalus,CODPAC,59,59,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific cod,Gadus macrocephalus,CODPAC,56,56,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Slender cockscomb,Anoplarchus insignis,COCKSSL,105,105,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Slender cockscomb,Anoplarchus insignis,COCKSSL,117,117,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,76,76,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,68,68,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,61,61,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,60,60,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,67,67,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,62,62,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,81,81,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,74,74,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,90,90,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,73,73,YES,,,YES,,,YES,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,80,80,YES,,,YES,,,YES,fish,,,
