bay_code,bay_sample,place_name,habitat,so_region,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,unmeasured,unmeasured_sm,taxon,Sex,notes,data_checking_FL,data_checking_unmeas,data_checking_unmeas_sm,same_FL?,same_unmeas?,same_unmeas_sm?
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,19,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,13,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,26,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,22,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,22,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,19,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,22,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,24,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,21,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,,157,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,145,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,48,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,53,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,56,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,52,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,52,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,58,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,63,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,66,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,54,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,55,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,54,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,58,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,50,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,55,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,50,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,55,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,66,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,52,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,53,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,73,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,64,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,56,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,58,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,66,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,67,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,56,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Threespine stickleback,Gasterosteus aculeatus,STICK3,50,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,,697,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,86,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,70,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,84,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,65,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,172,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,95,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,50,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,40,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,70,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,91,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,42,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,141,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,69,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,110,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,55,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,85,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,70,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,92,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,45,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,75,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,192,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,178,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,85,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,79,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,79,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,105,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,195,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,165,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,150,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,73,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,81,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Snake prickleback,Lumpenus sagitta,PRICKSN,142,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,,76,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,134,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,95,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,51,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,48,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,135,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,134,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,128,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,58,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,92,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,124,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,135,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,120,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,110,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,125,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,125,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,131,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,130,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,117,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,132,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,109,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,114,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,129,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,146,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,134,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,129,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,130,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,128,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,150,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,124,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,124,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,,,49,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,25,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,45,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,30,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,45,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,45,,,vertebrate,,,,,,,,
SHIN,A,Shinaku Inlet,eelgrass,mid,7/25/20,20200725,1024,1040,moderate,-0.2,1048,Shiner perch,Cymatogaster aggregata,PERCHSH,35,,,vertebrate,,,,,,,,
