"sp_code","date","start_time","end_time","slope","tide_time","species_common","species_scientific","fork_length","taxon","mass_g","tide_height","julian","year","place_name","bay_code","bay_sample","habitat","latitude","longitude"
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",95,"Vertebrata",10.5547919366688,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-06-27,643,653,"very gentle",NA,"Pacific cod","Gadus macrocephalus",78,"Vertebrata",5.71074896839436,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",98,"Vertebrata",11.6282238223714,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",92,"Vertebrata",9.5507198251734,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",89,"Vertebrata",8.61356925923987,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",95,"Vertebrata",10.5547919366688,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",72,"Vertebrata",4.45041049238693,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",90,"Vertebrata",8.91866718825758,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",65,"Vertebrata",3.23610721271113,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",90,"Vertebrata",8.91866718825758,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",70,"Vertebrata",4.0764916599131,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",90,"Vertebrata",8.91866718825758,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",92,"Vertebrata",9.5507198251734,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",76,"Vertebrata",5.26683592832763,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",112,"Vertebrata",17.6267958775427,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",102,"Vertebrata",13.17159016323,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",80,"Vertebrata",6.17940344831954,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",93,"Vertebrata",9.87785458110785,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-31,915,927,"",935,"Pacific cod","Gadus macrocephalus",71,"Vertebrata",4.26066630310313,0,212,2018,"Nossuk Bay","NOSK","A","eelgrass",55.7073,-133.342
"CODPAC",2018-07-31,915,927,"",935,"Pacific cod","Gadus macrocephalus",84,"Vertebrata",7.19377295352762,0,212,2018,"Nossuk Bay","NOSK","A","eelgrass",55.7073,-133.342
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",79,"Vertebrata",5.94193929276217,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",110,"Vertebrata",16.6646199766201,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-06-27,643,653,"very gentle",NA,"Pacific cod","Gadus macrocephalus",51,"Vertebrata",1.52002770866793,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"CODPAC",2018-06-27,643,653,"very gentle",NA,"Pacific cod","Gadus macrocephalus",45,"Vertebrata",1.02923193650406,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",97,"Vertebrata",11.262555675586,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",72,"Vertebrata",4.45041049238693,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",72,"Vertebrata",4.45041049238693,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",92,"Vertebrata",9.5507198251734,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",104,"Vertebrata",13.9929640571174,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",75,"Vertebrata",5.05393659840825,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",103,"Vertebrata",13.5780602249567,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",75,"Vertebrata",5.05393659840825,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",130,"Vertebrata",28.0420400806097,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-31,915,927,"",935,"Pacific cod","Gadus macrocephalus",73,"Vertebrata",4.64581178395372,0,212,2018,"Nossuk Bay","NOSK","A","eelgrass",55.7073,-133.342
"CODPAC",2018-07-31,915,927,"",935,"Pacific cod","Gadus macrocephalus",60,"Vertebrata",2.52191184967948,0,212,2018,"Nossuk Bay","NOSK","A","eelgrass",55.7073,-133.342
"CODPAC",2018-07-28,810,820,"",815,"Pacific cod","Gadus macrocephalus",188,"Vertebrata",88.4951397656584,-0.29,209,2018,"Sukkwan","SUKK","A","eelgrass",55.189095,-132.84324
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",95,"Vertebrata",10.5547919366688,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",86,"Vertebrata",7.7409111600112,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",80,"Vertebrata",6.17940344831954,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-31,915,927,"",935,"Pacific cod","Gadus macrocephalus",70,"Vertebrata",4.0764916599131,0,212,2018,"Nossuk Bay","NOSK","A","eelgrass",55.7073,-133.342
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",85,"Vertebrata",7.46393829706158,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",76,"Vertebrata",5.26683592832763,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",55,"Vertebrata",1.92313029823819,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",101,"Vertebrata",12.7734626044433,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",89,"Vertebrata",8.61356925923987,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",77,"Vertebrata",5.48574397131829,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",95,"Vertebrata",10.5547919366688,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",130,"Vertebrata",28.0420400806097,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",65,"Vertebrata",3.23610721271113,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-31,915,927,"",935,"Pacific cod","Gadus macrocephalus",90,"Vertebrata",8.91866718825758,0,212,2018,"Nossuk Bay","NOSK","A","eelgrass",55.7073,-133.342
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",101,"Vertebrata",12.7734626044433,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",100,"Vertebrata",12.3835863841797,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-31,915,927,"",935,"Pacific cod","Gadus macrocephalus",77,"Vertebrata",5.48574397131829,0,212,2018,"Nossuk Bay","NOSK","A","eelgrass",55.7073,-133.342
"CODPAC",2018-07-28,810,820,"",815,"Pacific cod","Gadus macrocephalus",98,"Vertebrata",11.6282238223714,-0.29,209,2018,"Sukkwan","SUKK","A","eelgrass",55.189095,-132.84324
"CODPAC",2018-07-28,810,820,"",815,"Pacific cod","Gadus macrocephalus",92,"Vertebrata",9.5507198251734,-0.29,209,2018,"Sukkwan","SUKK","A","eelgrass",55.189095,-132.84324
"CODPAC",2018-07-31,915,927,"",935,"Pacific cod","Gadus macrocephalus",75,"Vertebrata",5.05393659840825,0,212,2018,"Nossuk Bay","NOSK","A","eelgrass",55.7073,-133.342
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",75,"Vertebrata",5.05393659840825,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",75,"Vertebrata",5.05393659840825,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",80,"Vertebrata",6.17940344831954,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-28,810,820,"",815,"Pacific cod","Gadus macrocephalus",99,"Vertebrata",12.0018704420019,-0.29,209,2018,"Sukkwan","SUKK","A","eelgrass",55.189095,-132.84324
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",70,"Vertebrata",4.0764916599131,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-28,810,820,"",815,"Pacific cod","Gadus macrocephalus",100,"Vertebrata",12.3835863841797,-0.29,209,2018,"Sukkwan","SUKK","A","eelgrass",55.189095,-132.84324
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",74,"Vertebrata",4.8469578742761,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",105,"Vertebrata",14.4163930293969,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",75,"Vertebrata",5.05393659840825,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",110,"Vertebrata",16.6646199766201,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",95,"Vertebrata",10.5547919366688,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-28,810,820,"",815,"Pacific cod","Gadus macrocephalus",103,"Vertebrata",13.5780602249567,-0.29,209,2018,"Sukkwan","SUKK","A","eelgrass",55.189095,-132.84324
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",72,"Vertebrata",4.45041049238693,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",110,"Vertebrata",16.6646199766201,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",102,"Vertebrata",13.17159016323,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",61,"Vertebrata",2.65517444690026,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",65,"Vertebrata",3.23610721271113,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",91,"Vertebrata",9.23102072123403,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",93,"Vertebrata",9.87785458110785,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",75,"Vertebrata",5.05393659840825,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",92,"Vertebrata",9.5507198251734,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-30,855,910,"",905,"Pacific cod","Gadus macrocephalus",89,"Vertebrata",8.61356925923987,-0.1,211,2018,"Guktu Bay","GUKT","A","eelgrass",55.739816,-133.312022
"CODPAC",2018-07-29,800,815,"",834,"Pacific cod","Gadus macrocephalus",73,"Vertebrata",4.64581178395372,-0.17,210,2018,"Kaguk Cove","KAGK","B","eelgrass",55.734934,-133.295111
"FLOUNST",2018-06-30,817,825,"gradual",NA,"Starry flounder","Platichthys stellatus",80,"Vertebrata",6.93963224371866,-3.4,181,2018,"Nossuk Bay","NOSK","B","eelgrass",55.723677,-133.324157
"FLOUNST",2018-06-27,643,653,"very gentle",NA,"Starry flounder","Platichthys stellatus",103,"Vertebrata",15.2124933656961,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"FLOUNST",2018-06-27,643,653,"very gentle",NA,"Starry flounder","Platichthys stellatus",115,"Vertebrata",21.4215399418563,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"FLOUNST",2018-06-27,643,653,"very gentle",NA,"Starry flounder","Platichthys stellatus",195,"Vertebrata",110.445433731262,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"FLOUNST",2018-06-27,643,653,"very gentle",NA,"Starry flounder","Platichthys stellatus",204,"Vertebrata",127.060219903538,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"FLOUNST",2018-06-27,643,653,"very gentle",NA,"Starry flounder","Platichthys stellatus",128,"Vertebrata",29.8753299448672,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"FLOUNST",2018-06-27,643,653,"very gentle",NA,"Starry flounder","Platichthys stellatus",122,"Vertebrata",25.7367831728778,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"FLOUNST",2018-06-30,817,825,"gradual",NA,"Starry flounder","Platichthys stellatus",110,"Vertebrata",18.6591049079467,-3.4,181,2018,"Nossuk Bay","NOSK","B","eelgrass",55.723677,-133.324157
"FLOUNST",2018-06-27,643,653,"very gentle",NA,"Starry flounder","Platichthys stellatus",228,"Vertebrata",179.489524452995,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"FLOUNST",2018-06-27,643,653,"very gentle",NA,"Starry flounder","Platichthys stellatus",235,"Vertebrata",197.164598654,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"FLOUNST",2018-06-27,643,653,"very gentle",NA,"Starry flounder","Platichthys stellatus",210,"Vertebrata",139.030528333959,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"FLOUNST",2018-06-27,643,653,"very gentle",NA,"Starry flounder","Platichthys stellatus",198,"Vertebrata",115.808831610417,-3.6,178,2018,"North Fish Egg Island","NFEI","A","eelgrass",55.49709,-133.17
"FLOUNST",2018-06-30,817,825,"gradual",NA,"Starry flounder","Platichthys stellatus",132,"Vertebrata",32.8715239328108,-3.4,181,2018,"Nossuk Bay","NOSK","B","eelgrass",55.723677,-133.324157
