bay_code,bay_sample,place_name,habitat,so_region,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,fork_length_checked,IF Function,unmeasured,unmeasured_sm,taxon,Sex,notes,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,165,165,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,103,103,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,164,164,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,86,86,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,165,165,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Crescent gunnel,Pholis laeta,GUNNCRE,65,65,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,35,35,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,45,45,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,21,21,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,32,32,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,34,34,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,34,34,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,31,31,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,36,36,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,45,45,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,15,15,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,25,25,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,35,35,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,40,40,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,33,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,41,41,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,46,46,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,33,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,23,23,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,31,31,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,35,35,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,12,12,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,37,37,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,41,41,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,40,40,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,42,42,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,33,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,25,25,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,31,31,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,33,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,33,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Tubesnout,Aulorhynchus flavidus,TUBESNT,,,YES,18,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Helmet crab,Temessus cheiragonus,CRABHEL,,,YES,,,invertebrate,f,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Helmet crab,Temessus cheiragonus,CRABHEL,,,YES,,,invertebrate,m,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Northern kelp crab,"Pugettia producta, Majidae",CRABNKE,,,YES,6,,invertebrate,m,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Northern kelp crab,"Pugettia producta, Majidae",CRABNKE,,,YES,2,,invertebrate,f,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,64,64,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,50,50,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,97,97,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,90,90,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,90,90,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,69,69,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,68,68,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,84,84,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,65,65,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,52,52,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,85,85,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,72,72,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,68,68,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,80,80,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,51,51,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,73,73,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,44,44,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,12,12,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,64,64,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,59,59,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,68,68,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Juvenile Artedius,Artedius spp.,UNARTE,56,56,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Rock greenling,Hexagrammos lagocephalus,GREENROC,67,67,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Buffalo sculpin,Enophrys bison,SCULBUF,53,53,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific cod,Gadus macrocephalus,CODPAC,52,52,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific cod,Gadus macrocephalus,CODPAC,59,59,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Pacific cod,Gadus macrocephalus,CODPAC,56,56,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Slender cockscomb,Anoplarchus insignis,COCKSSL,105,105,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Slender cockscomb,Anoplarchus insignis,COCKSSL,117,117,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Hexagrammos stelleri,Hexagrammos stelleri,GREENWHI,76,76,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,68,68,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,61,61,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,60,60,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,67,67,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,62,62,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,81,81,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,74,74,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,90,90,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,73,73,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,80,80,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,65,65,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,72,72,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,215,215,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,79,79,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,85,85,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,88,88,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,58,58,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,71,71,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,62,62,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,63,63,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,74,74,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,55,55,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,81,81,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,71,71,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,65,65,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,72,72,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,67,67,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,85,85,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,75,75,YES,,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,,,YES,8,,fish,,,
CLAM,A,Clam Island,mixed,,6/27/22,20220627,545,605,,-0.6,649,Lumpenus sagitta,Lumpenus sagitta,PRICKSN,175,175,YES,,,fish,,,
